date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:56	31140/31140	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/blog-single-right-sidebar.html	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/blog-single-right-sidebar.html	(from https://apdash.themetags.com/index.html)
14:38:56	39707/39707	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/about-us.html	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/about-us.html	(from https://apdash.themetags.com/index.html)
14:38:57	23821/23821	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/contact-us.html	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/contact-us.html	(from https://apdash.themetags.com/index.html)
14:38:57	29853/29853	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/sale-invoice.html	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/sale-invoice.html	(from https://apdash.themetags.com/index.html)
14:38:58	1799/1799	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/hero-bottom-shape-2.svg	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/hero-bottom-shape-2.svg	(from https://apdash.themetags.com/index.html)
14:39:01	59297/59297	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/app-mobile-image.png	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/app-mobile-image.png	(from https://apdash.themetags.com/index.html)
14:39:02	65817/65817	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/app-mobile-image-2.png	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/app-mobile-image-2.png	(from https://apdash.themetags.com/index.html)
14:39:03	52511/52511	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/about-us.png	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/about-us.png	(from https://apdash.themetags.com/index.html)
14:39:03	26862/26862	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/01.jpg	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/01.jpg	(from https://apdash.themetags.com/index.html)
14:39:05	19534/19534	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Oct%202020%2010:51:06%20GMT	https://apdash.themetags.com/assets/img/02.jpg	C:/Users/Abel%20Bin%20Kandanda/Downloads/web-proojet/apdash.themetags.com/assets/img/02.jpg	(from https://apdash.themetags.com/index.html)
